election_year,district_name,contest,source_url,sha256
2018,Brunswick,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brunswickdistrict.html,e49d1694dbcdcccff768eed7c1c97d7ee00f62ab14deb757c8e7aee770a8c689
2018,Bulleen,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bulleendistrict.html,bb34faeab37378b865801a677d031537dfe7ff9b814a2afbdebcd0822c96208c
2018,Bundoora,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bundooradistrict.html,9af9d5cd605598e0e3e4e7dc4263b69391c5bde3db452bb28b01e8d5a3e34882
2018,Buninyong,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/buninyongdistrict.html,ada1ae517342663b900352e97e03c5e3a922da31535f22e7be1e9c7cec7d8833
2018,Burwood,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/burwooddistrict.html,08404714cf0b05ee0836640382fc53bc8692fa7c65eeadfd58465170ce938689
2018,Carrum,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/carrumdistrict.html,39cbf90115437509d4570c22912a5cd70ec36e22e1f7ad53760b9bf21e4f84a1
2018,Caulfield,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/caulfielddistrict.html,c5d274a995e364c0f4a033bc27bcc6aa249852a6d1599062bc04b1a53eea7fe0
2018,Clarinda,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/clarindadistrict.html,c507f07178ed60267b8bb15716f86749520e229993b6ab6aad4b7368eb284314
2018,Cranbourne,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/cranbournedistrict.html,40231b31cb7b3403dac3ca6a87ebe160c0d27eb792248d7f1b2c7824a8c940e2
2018,Croydon,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/croydondistrict.html,befc8b9e5eb69918d8b8fca6e1dd5f96b17e6b474b2998c5b49d4c8c7b2e2b53
2018,Dandenong,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/dandenongdistrict.html,9f9329cd07a2199257d72d80bb0321b4a83386cb10537e819ee339bedecc12df
2018,Eildon,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/eildondistrict.html,67bc3f92138d92c78c2ca3f0dfee7753462961b483828a38212624f513717da7
2018,Eltham,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/elthamdistrict.html,a7d161b4251daa5fe5f755a115e86c737d9219dd90069ebb4d42fb12121eac64
2018,Essendon,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/essendondistrict.html,684d3eb62705f4dc33c3b3c71b9550150c70cac219e6904fb82c9e25542a295e
2018,Euroa,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/euroadistrict.html,f5960860be8c233b1da3c602bee3e4828c5c9500222f978831e93eadb4d054a2
2018,Evelyn,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/evelyndistrict.html,f05ba05f00a7003e205b6c83446f95fba761549f6202c79b7270e6d24325c1f5
2018,Ferntree Gully,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ferntreegullydistrict.html,3bc3de3cad0b446205e2c5e97fe146a4ba09bf59efeda32bcd596d8771032d7e
2018,Footscray,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/footscraydistrict.html,c849dfa81f5eee9b72f9411bfd3f8771f722409c9ca21e76e52b5367b0a8be65
2018,Forest Hill,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/foresthilldistrict.html,043f6336f26862012089f1049144d9fac93eb240038c8e34a4c741a45489eb46
2018,Frankston,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/frankstondistrict.html,dc00107e921a6c9c94eabb923a915165baa3b918b063f9397a7d197dbec91285
2018,Geelong,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/geelongdistrict.html,a3d27b3ba774969675e99d3595e6ede56828042958aa98cc5e5a31de8335240a
2018,Gembrook,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gembrookdistrict.html,7c2cc94ebcabd39f232efd4ae6ab6c77ef85369cecf5b9419cdf43b256d61449
2018,Gippsland East,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandeastdistrict.html,94aa7c21741d869602fd42bff31a705298b55af4e37549bb6571e8d147adb03c
2018,Gippsland South,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandsouthdistrict.html,640a340f0dd478dbde6e7da77476b34c54e2dbe0be48b6e6ed85b288a9620a2b
2018,Hastings,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hastingsdistrict.html,f9f4674ef62cd35673a20f8fcc1b6592714e611fb73fd648f5849e134ce32fb4
2018,Hawthorn,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hawthorndistrict.html,2e2973c77a571ec646da6042c22e7c53f1cc90abf596a8518144be276805af5a
2018,Ivanhoe,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ivanhoedistrict.html,a51affdba06a2cd142c3964bb2f0ad11a42c453b53389c988720f738b7828f50
2018,Kew,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/kewdistrict.html,446e4bc85fb598323d825f9af3cc3ed0947a0251f7ae51e88e784b09e6bd32d5
2018,Keysborough,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/keysboroughdistrict.html,19a8d863dd3b6c470d46c17dbd61d140c4d2d0b88eead183ccd441328e4dc7f7
2018,Kororoit,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/kororoitdistrict.html,75e93f70fcc6e7e1a2c020ecf89c5e778b05f94c6054a8741184be8dd9b06f57
2018,Lara,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/laradistrict.html,168e4059baf37298e7d362ab82810ec8a82bafd7bcd2b0d45df1f27381c9ac4a
